order_item_id,order_id,product_sku,quantity,unit_price_credits
OI-0000250,ORD-100102,LASER-DRILL-IND,3,32286.36
OI-0000251,ORD-100103,THERMO-REG-3000,5,1600.18
OI-0000252,ORD-100103,AIR-SCRUB-X,2,1885.02
OI-0000253,ORD-100104,QUANTUM-PROC-Q5,7,11449.52
OI-0000254,ORD-100104,ZERO-G-BED,3,2333.78
OI-0000255,ORD-100105,LASER-DRILL-IND,2,38278.53
OI-0000256,ORD-100105,ION-DRIVE-MK3,2,44038.13
OI-0000257,ORD-100106,RATION-PACK-30,1,419.50
OI-0000258,ORD-100106,OXY-GEN-5000,1,2348.42
OI-0000259,ORD-100106,EMERG-KIT-DELUXE,1,676.69
OI-0000260,ORD-100107,ZERO-G-BED,6,2378.76
OI-0000261,ORD-100108,RAD-SHIELD-VEST,7,894.24
OI-0000262,ORD-100108,OXY-GEN-5000,6,2308.32
OI-0000263,ORD-100109,RATION-PACK-30,7,440.45
OI-0000264,ORD-100109,NAV-COMP-ELITE,3,9298.76
OI-0000265,ORD-100110,HULL-PLATE-TI,4,1144.90
OI-0000266,ORD-100110,AIR-SCRUB-X,2,1812.56
OI-0000267,ORD-100111,RATION-PACK-30,3,497.05
OI-0000268,ORD-100111,SELDON-CRYO-ICE,8,42.21
OI-0000269,ORD-100112,HULL-PLATE-TI,4,1166.18
OI-0000270,ORD-100112,QUANTUM-PROC-Q5,2,11307.32
OI-0000271,ORD-100112,MULTI-SENSOR-PRO,4,4810.16
OI-0000272,ORD-100112,RATION-PACK-30,6,425.47
OI-0000273,ORD-100113,RATION-PACK-30,7,414.83
OI-0000274,ORD-100113,EVA-SUIT-MK7,6,26570.32
OI-0000275,ORD-100113,QUANTUM-PROC-Q5,4,12239.60
OI-0000276,ORD-100114,NAV-COMP-ELITE,8,8315.54
OI-0000277,ORD-100114,THERMO-REG-3000,1,1674.34
OI-0000278,ORD-100115,THERMO-REG-3000,5,1675.32
OI-0000279,ORD-100115,ION-DRIVE-MK3,1,46331.49
OI-0000280,ORD-100115,MULTI-SENSOR-PRO,7,4750.11
OI-0000281,ORD-100115,ZERO-G-BED,7,2196.07
OI-0000282,ORD-100116,EVA-SUIT-MK7,8,27390.06
OI-0000283,ORD-100116,HYDRO-KIT-START,4,308.36
OI-0000284,ORD-100117,RAD-SHIELD-VEST,3,942.66
OI-0000285,ORD-100118,THERMO-REG-3000,2,1613.32
OI-0000286,ORD-100118,SELDON-CRYO-ICE,7,43.88
OI-0000287,ORD-100118,SELDON-CRYO-ICE,8,44.71
OI-0000288,ORD-100119,RAD-SHIELD-VEST,7,832.72
OI-0000289,ORD-100120,SELDON-CRYO-ICE,2,48.18
OI-0000290,ORD-100120,NAV-COMP-ELITE,2,8127.13
OI-0000291,ORD-100120,LASER-DRILL-IND,3,32237.27
OI-0000292,ORD-100121,VR-ENTERTAIN-SYS,3,954.38
OI-0000293,ORD-100121,OXY-GEN-5000,4,2450.30
OI-0000294,ORD-100122,ZERO-G-BED,4,2326.69
OI-0000295,ORD-100122,H2O-REC-PRO,4,2967.51
OI-0000296,ORD-100123,LASER-DRILL-IND,7,32720.52
OI-0000297,ORD-100124,NAV-COMP-ELITE,6,8778.19
OI-0000298,ORD-100124,SELDON-CRYO-ICE,3,45.18
OI-0000299,ORD-100124,HYDRO-KIT-START,6,357.92
OI-0000300,ORD-100125,HYDRO-KIT-START,4,311.91
OI-0000301,ORD-100125,RATION-PACK-30,7,502.15
OI-0000302,ORD-100125,HULL-PLATE-TI,7,1332.43
OI-0000303,ORD-100126,ZERO-G-BALL-SET,5,123.64
OI-0000304,ORD-100126,LASER-DRILL-IND,2,38475.99
OI-0000305,ORD-100127,HYDRO-KIT-START,3,318.64
OI-0000306,ORD-100127,COMM-ARRAY-LR,1,7505.08
OI-0000307,ORD-100127,SELDON-CRYO-ICE,6,47.77
OI-0000308,ORD-100128,QUANTUM-PROC-Q5,5,13326.28
OI-0000309,ORD-100128,EMERG-KIT-DELUXE,4,667.11
OI-0000310,ORD-100129,SOLAR-LIGHT-LED,3,182.87
OI-0000311,ORD-100130,EMERG-KIT-DELUXE,1,708.20
OI-0000312,ORD-100130,ION-DRIVE-MK3,4,42973.33
OI-0000313,ORD-100130,ZERO-G-BED,3,2250.02
OI-0000314,ORD-100130,H2O-REC-PRO,7,3261.13
OI-0000315,ORD-100131,RAD-SHIELD-VEST,5,827.01
OI-0000316,ORD-100131,OXY-GEN-5000,7,2408.73
OI-0000317,ORD-100132,OXY-GEN-5000,2,2515.40
OI-0000318,ORD-100132,NAV-COMP-ELITE,2,8719.46
OI-0000319,ORD-100133,EVA-SUIT-MK7,8,26666.27
OI-0000320,ORD-100134,COMM-ARRAY-LR,2,6828.69
OI-0000321,ORD-100134,VR-ENTERTAIN-SYS,8,1025.97
OI-0000322,ORD-100135,MULTI-SENSOR-PRO,7,5018.79
OI-0000323,ORD-100136,HULL-PLATE-TI,7,1151.62
OI-0000324,ORD-100136,RATION-PACK-30,3,430.98
OI-0000325,ORD-100136,ZERO-G-BALL-SET,3,115.91
OI-0000326,ORD-100136,HYDRO-KIT-START,7,296.86
OI-0000327,ORD-100136,NAV-COMP-ELITE,3,8544.72
OI-0000328,ORD-100137,COMM-ARRAY-LR,6,7223.76
OI-0000329,ORD-100138,QUANTUM-PROC-Q5,2,11272.53
OI-0000330,ORD-100138,OXY-GEN-5000,3,2465.61
OI-0000331,ORD-100139,LASER-DRILL-IND,2,32487.27
OI-0000332,ORD-100140,COMM-ARRAY-LR,6,7473.08
OI-0000333,ORD-100140,EVA-SUIT-MK7,2,30860.76
OI-0000334,ORD-100141,AIR-SCRUB-X,3,1813.59
OI-0000335,ORD-100141,EMERG-KIT-DELUXE,7,702.10
OI-0000336,ORD-100142,HULL-PLATE-TI,5,1273.98
OI-0000337,ORD-100142,VR-ENTERTAIN-SYS,2,906.51
OI-0000338,ORD-100143,ZERO-G-BED,6,2060.63
OI-0000339,ORD-100143,VR-ENTERTAIN-SYS,5,1011.20
OI-0000340,ORD-100143,SOLAR-LIGHT-LED,5,177.29
OI-0000341,ORD-100144,COMM-ARRAY-LR,4,7366.91
OI-0000342,ORD-100144,HULL-PLATE-TI,6,1168.51
OI-0000343,ORD-100144,ZERO-G-BALL-SET,7,114.14
OI-0000344,ORD-100144,HULL-PLATE-TI,7,1192.47
OI-0000345,ORD-100144,RAD-SHIELD-VEST,2,866.31
OI-0000346,ORD-100145,EVA-SUIT-MK7,7,26321.31
OI-0000347,ORD-100145,EMERG-KIT-DELUXE,3,724.44
OI-0000348,ORD-100146,OXY-GEN-5000,2,2571.19
OI-0000349,ORD-100146,MULTI-SENSOR-PRO,2,4322.09
OI-0000350,ORD-100146,RAD-SHIELD-VEST,8,920.63
OI-0000351,ORD-100147,HYDRO-KIT-START,1,352.78
OI-0000352,ORD-100147,OXY-GEN-5000,4,2513.57
OI-0000353,ORD-100147,HYDRO-KIT-START,6,336.34
OI-0000354,ORD-100147,HULL-PLATE-TI,7,1268.82
OI-0000355,ORD-100148,LASER-DRILL-IND,3,33446.47
OI-0000356,ORD-100148,EMERG-KIT-DELUXE,6,707.15
OI-0000357,ORD-100148,SOLAR-LIGHT-LED,3,197.75
OI-0000358,ORD-100148,QUANTUM-PROC-Q5,5,11876.13
OI-0000359,ORD-100149,RAD-SHIELD-VEST,2,801.24
OI-0000360,ORD-100149,SOLAR-LIGHT-LED,5,170.81
OI-0000361,ORD-100149,MULTI-SENSOR-PRO,3,4303.69
OI-0000362,ORD-100150,VR-ENTERTAIN-SYS,4,947.08
OI-0000363,ORD-100150,ZERO-G-BALL-SET,7,123.05
OI-0000364,ORD-100151,HYDRO-KIT-START,5,323.86
OI-0000365,ORD-100151,VR-ENTERTAIN-SYS,7,920.07
OI-0000366,ORD-100151,HULL-PLATE-TI,1,1283.28
OI-0000367,ORD-100151,RATION-PACK-30,3,447.97
OI-0000368,ORD-100152,SOLAR-LIGHT-LED,3,193.16
OI-0000369,ORD-100153,ION-DRIVE-MK3,3,41497.81
OI-0000370,ORD-100153,SOLAR-LIGHT-LED,8,185.55
OI-0000371,ORD-100153,COMM-ARRAY-LR,5,7220.72
OI-0000372,ORD-100154,THERMO-REG-3000,1,1445.67
OI-0000373,ORD-100154,ION-DRIVE-MK3,2,48749.03
OI-0000374,ORD-100154,EVA-SUIT-MK7,8,27513.86
OI-0000375,ORD-100155,ION-DRIVE-MK3,2,41987.87
OI-0000376,ORD-100156,AIR-SCRUB-X,5,1659.05
OI-0000377,ORD-100157,HYDRO-KIT-START,2,315.60
OI-0000378,ORD-100157,EMERG-KIT-DELUXE,2,693.90
OI-0000379,ORD-100158,SELDON-CRYO-ICE,3,48.32
OI-0000380,ORD-100158,ION-DRIVE-MK3,6,45427.32
OI-0000381,ORD-100158,HYDRO-KIT-START,6,313.01
OI-0000382,ORD-100158,LASER-DRILL-IND,7,32480.09
OI-0000383,ORD-100159,ZERO-G-BALL-SET,8,112.74
OI-0000384,ORD-100159,OXY-GEN-5000,3,2683.16
OI-0000385,ORD-100159,QUANTUM-PROC-Q5,2,12237.39
OI-0000386,ORD-100159,EVA-SUIT-MK7,6,26710.42
OI-0000387,ORD-100159,QUANTUM-PROC-Q5,3,11203.59
OI-0000388,ORD-100160,COMM-ARRAY-LR,8,7140.40
OI-0000389,ORD-100160,HYDRO-KIT-START,2,356.59
OI-0000390,ORD-100160,RAD-SHIELD-VEST,1,843.79
OI-0000391,ORD-100160,QUANTUM-PROC-Q5,7,12021.68
OI-0000392,ORD-100160,LASER-DRILL-IND,3,35285.79
OI-0000393,ORD-100161,VR-ENTERTAIN-SYS,1,903.37
OI-0000394,ORD-100161,RATION-PACK-30,5,447.82
OI-0000395,ORD-100161,ZERO-G-BALL-SET,7,130.89
OI-0000396,ORD-100162,EVA-SUIT-MK7,2,26240.61
OI-0000397,ORD-100162,RATION-PACK-30,7,483.14
OI-0000398,ORD-100162,NAV-COMP-ELITE,7,8378.83
OI-0000399,ORD-100162,MULTI-SENSOR-PRO,6,5036.79
OI-0000400,ORD-100163,H2O-REC-PRO,6,3449.32
OI-0000401,ORD-100163,RAD-SHIELD-VEST,4,791.19
OI-0000402,ORD-100163,OXY-GEN-5000,7,2434.92
OI-0000403,ORD-100164,QUANTUM-PROC-Q5,3,11516.65
OI-0000404,ORD-100164,SOLAR-LIGHT-LED,8,182.72
OI-0000405,ORD-100165,MULTI-SENSOR-PRO,1,4275.46
OI-0000406,ORD-100166,NAV-COMP-ELITE,4,8534.30
OI-0000407,ORD-100167,RAD-SHIELD-VEST,8,852.39
OI-0000408,ORD-100167,ZERO-G-BED,6,2388.40
OI-0000409,ORD-100167,SOLAR-LIGHT-LED,6,169.68
OI-0000410,ORD-100167,ION-DRIVE-MK3,8,45255.45
OI-0000411,ORD-100168,LASER-DRILL-IND,2,36634.68
OI-0000412,ORD-100169,RATION-PACK-30,4,491.07
OI-0000413,ORD-100169,RATION-PACK-30,6,501.09
OI-0000414,ORD-100170,SOLAR-LIGHT-LED,4,165.75
OI-0000415,ORD-100170,SOLAR-LIGHT-LED,1,166.16
